textID,text,sentiment,index
4641062e9d,Home now!!! LOL but leaving again on monday for flo rida!!!,neutral,home lol leaving monday flo rida
42361142b5,"Gary Just tried the Ommegang Chocolate Indulgence: no chocolate, no indulgence, just ... metallic.  Best I can... http://ff.im/-3o7RV",positive,gary tried ommegang chocolate indulgence chocolate indulgence metallic best http
669237d42b,installed the iNav iBlue v2 Theme...gives a fresh feel    http://twitpic.com/4jfg4,positive,installed inav iblue theme gives fresh feel http twitpic com jfg
7648a76c96, Name the rest? Let`s see. Mystery Jets are pretty cool. Ida Maria AND you shud rly listen to Say Anything!,positive,name rest let see mystery jets pretty cool ida maria shud rly listen say anything
bec5569381," lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I`ll ttyl girl",neutral,lol hear think watched different movies getting work done ttyl girl
a003950128," Susan Egan, I love her! And yeah, it said I would have a pleasant trip.",positive,susan egan love yeah said would pleasant trip
40bd163bda,today is going to be a long day,neutral,today going long day
b5e4c9dc03," I know, but considering I`ve bought a lot of new yarn recently, I think it`s necessary this time.",neutral,know considering bought lot new yarn recently think necessary time
fa0aed2111,"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go & meet the kids. I`ll have 2 wait another 2 wks",negative,visit ventana los cielos foundation pushed bck weeks excited meet kids wait another wks
a7dbe83f5d,  what about sauce? Huh? I`m going to california tomorrow morning,neutral,sauce huh going california tomorrow morning
5e7e087b14,I think my modem failed-having pc withdrawals..,negative,think modem failed withdrawals
d1101dce96,"last day of volleyball miss everyone already. Oh well, banquet on 10th hopefully everyones gonna be there",neutral,last day volleyball miss everyone already well banquet hopefully everyones gonna
4fcd467a4d,still trying to get better  had to get mommaz lovin..headed to her house.. ahhhhhh i so hate this feelin!,negative,still trying get better get mommaz lovin headed house ahhhhhh hate feelin
654536f90a,I somehow miss you.,negative,somehow miss
244a1f6af3,"wants to set up a coffee shop, but he has no money to do it",neutral,wants set coffee shop money
79d3d5536c,"This is the best E-commerce site, I hope you`ve watched the big bang theory. http://www.pennyblossoms.com/ Please hit 'buy now'",positive,best commerce site hope watched big bang theory http www pennyblossoms com please hit buy
e96af53f75, she`s not coming to detroit  only grand rapids in october...,neutral,coming detroit grand rapids october
7a2decf06a, I never liked that boy  Jerms!,negative,never liked boy jerms
67679867cb,2026 2164 6790 9128  Add me up and lets play something.,neutral,add lets play something
3f348dc959,"My puppies killed my cat lastnight,they thought she was a stuffed animal.  RIP Meanie  http://yfrog.com/104m6wj",negative,puppies killed cat lastnight thought stuffed animal rip meanie http yfrog com
eb27647ac5,"always tired, always cold and always have a headache.  cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!",negative,always tired always cold always headache cant wait vacashun frickin update want onscreen keyboard dammit
dda1d7a9e3,in class sick and hungry,negative,class sick hungry
7fca98d2a2, I know its a Block Party but would love to hear a DH original if you get a chance,positive,know block party would love hear original get chance
95866f86b5,Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn`t like the fax part,neutral,bought new combo printer costco today officejet cause cheaper ink old one windows like fax part
8bf994aa45, Might be a while before I get around to it. Not sure if I will make it flat out in HTML or through WordPress. .. Fun fun fun,positive,might get around sure make flat html wordpress fun fun fun
154d8ff038,_lights aw what`s wrong?,negative,lights wrong
40d2f7bbee, thank`s ... See? now I`m back on smiling,positive,thank see back smiling
afe7aff788, a couple of YEARS? I may die without my Kateage.  *keeps fingers crossed for you tho*,negative,couple years may die without kateage keeps fingers crossed tho
2285674036,I need hugs from Joe Jonas,neutral,need hugs joe jonas
508be11810,@_ahseya_ cool i want you to take a look at this and tell me what you think,neutral,ahseya cool want take look tell think
ea188a7701,At the park!  Its raining!,neutral,park raining
3d7cabe44c,What to do what to do!!!! need to do my show reel nxt week...then start applying for editing jobs  Rock climbing tomos I hope,positive,need show reel nxt week start applying editing jobs rock climbing tomos hope
2ccf8c3df9,My Blackberry`s got a fatty (battery)  guess we`re kinda in the same boat huh  ?,neutral,blackberry got fatty battery guess kinda boat huh
491eed2fe4,Experimenting.  With puppet again. I think I just wiped my drive on my workstation,neutral,experimenting puppet think wiped drive workstation
8de21d0f41,I didn`t find my dress,neutral,find dress
1d71aa20e1, I am filming musicans friends of mine   at a Legion  These people sure know how to dance,neutral,filming musicans friends mine legion people sure know dance
b3edc4f9bb,"have to stay away from home, and since this part of india dnt hav gud wireless internet, im ****",negative,stay away home since part india dnt hav gud wireless internet
0f8a7b5515,"Back from the Gym, and sorting through my Inboxes",neutral,back gym sorting inboxes
39c0ee3a27,listening to ryan adams and being sick,negative,listening ryan adams sick
dce8eb94fa,The first time all week I can play WoW and I get stuck at 'authenticating'.,negative,first time week play wow get stuck authenticating
25fe987d15, It will warm up once you start digging,neutral,warm start digging
6e72dda9ee,i wish i had more chicken wings,neutral,wish chicken wings
15297ade82,"Oh, yes... Happy NINE year annivarsary to Hanson`s second studio album, 'This Time Around.'",positive,yes happy nine year annivarsary hanson second studio album time around
6a3f85b641, Foto!,neutral,foto
3f01ef6585,"Don`t have time to chat (sorry girls  Miss y`all!), but we have a new lawnmower... yeah, that was today`s highlight. Tomorrow is...",neutral,time chat sorry girls miss new lawnmower yeah today highlight tomorrow
cc12d15597, Cool I`m glad.I will save some tea for you,positive,cool glad save tea
bdb196a09f,playing sudoku while mommy makes me breakfast & lunch,neutral,playing sudoku mommy makes breakfast lunch
626d6a1d79,apparently it`s starwars day today  I like this . Shame I have revision though.,negative,apparently starwars day today like shame revision though
2b83344b6c,but i did have a really nice smoothy at baulko shops,positive,really nice smoothy baulko shops
feae916455,massive headache  going to see terminator tonight!,negative,massive headache going see terminator tonight
293357478c,Spanish... The suckiest class ever. But I`m learning atleast. Te quiero Tiasha!,neutral,spanish suckiest class ever learning atleast quiero tiasha
70321e5aac,"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down",neutral,yesterday friend mine thrown horse lorry drove past ignoring signaling slow
c64c289b4c,had the best weekend,positive,best weekend
93b6f1ee3e, No kidding there! Ugh ... One thing I know for sure - it won`t be me showing the property this weekend,negative,kidding ugh one thing know sure showing property weekend
69ad6e1c66,_trip I bet he didn`t fall asleep till like this morning  sorries.,negative,trip bet fall asleep till like morning sorries
03d206102c,About to Enjoy the Silence,positive,enjoy silence
397544ac4d,"sorry paul scheuring, but prison break series finale sucked... in so many levels",negative,sorry paul scheuring prison break series finale sucked many levels
1536cd45f1,the tummy monster hates me,negative,tummy monster hates
babed95a28,"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend.",negative,hours since dog put sleep rip old friend
3e1c6b5552," Funnily enough, Roland is President of my social club!",positive,funnily enough roland president social club
63ed0e0e5e,"_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don`t know if i like it, i`ll wait till i get your opinion",neutral,peek mkay tell msn bfgurelgbsr yeah guess know like wait till get opinion
9602aaa488,"_fred6 I haven`t canceled my account yet and I haven`t logged in since november I think, maybe I Should  My main was a rogue, lvl73",negative,fred canceled account yet logged since november think maybe main rogue lvl
c3840f443c,Congrats to ALL Graduates! Such a Beautiful thing & Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!,neutral,congrats graduates beautiful thing big deal jus wish cudve attended lil man ryan kdg graduation feel sad
5015106b27,AND I didn`t get the job,negative,get job
0c8d7056bd,I cant get all my rwitters on my phone this phone sucks,negative,cant get rwitters phone phone sucks
54ea13a753,has enjoyed her first day of summer,positive,enjoyed first day summer
9dc15a8e95, No surprise there. They probably don`t know themselves where it is,neutral,surprise probably know
0152a32345, Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL,neutral,boo well good fun tho sucks cant get cards finished last nights tpt took lol
d9d0f587a0, Thank you for FF,positive,thank
7893123dd6,i forgot how much i love all these songs on my itunes. i love shuffle  and i love watching the pranks from AP Tour!,positive,forgot much love songs itunes love shuffle love watching pranks tour
8fe0df98e3," Yeah, I didn`t buy that for one hot minute.",negative,yeah buy one hot minute
c1e7fe449e,"_rubadeau Last weekend I had a pretty solid brunch at Bar Wellington. Hard to screw up steak and eggs, though",positive,rubadeau last weekend pretty solid brunch bar wellington hard screw steak eggs though
6998390c7c,if i had one wish it would be for my friend J to not have to work,neutral,one wish would friend work
22195b1d09, dam living in england  x,neutral,dam living england
8fb17e7f1b,I`m having a fantastically miserable time so far...,neutral,fantastically miserable time far
866788e7e4, for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?,negative,lack hunt lol refresh memory one clue
9db37bb7d1,I think I`m going to go outside and have a very John Cage moment   Music majors rejoice!,positive,think going outside john cage moment music majors rejoice
3cdcf646b1, so cool to hear you guys on 104.5! and i can`t believe you in were cherry hill a few weeks ago and i missed it  come back,neutral,cool hear guys believe cherry hill weeks ago missed come back
ba93b83d6d," I see we are approaching a nice round 5500 number, I expect you will have crashed through that by the time I come back tonight",positive,see approaching nice round number expect crashed time come back tonight
d61236ecfc," ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!",positive,ummm come twins slurpees car twins going pretty epic
cf405b31c1," bloody Feds, they lost last statement and r hounding me for another one. I dodged them one last week",negative,bloody feds lost last statement hounding another one dodged one last week
fcd7251082,FML i just spilled my entire can of diet coke IN MY LAP. yay,negative,fml spilled entire diet coke lap yay
c463d96db2,Dangling belly rings are a bad investment...the cutest ones ALWAYS pop,neutral,dangling belly rings bad investment cutest ones always pop
3c08413cee,i wish i were hanging out with kobe right now,positive,wish hanging kobe right
0d619f6e0f,today is going to be AH. Giving notice to my boss today. She is going to be upset  I`m totally stressed.,negative,today going giving notice boss today going upset totally stressed
52ffcf363d,its mothers day,neutral,mothers day
9.64E+100,I had a dream about a pretty pretty beach and there was no beach when I woke up,neutral,dream pretty pretty beach beach woke
041ccefb28,I really need to sort out a bird table and some feeders - the robins and blue **** are being bullied,negative,really need sort bird table feeders robins blue bullied
0425b77102,friday.....i have nothing to do so sad,negative,friday nothing sad
6af8ecb1b9,  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $,negative,never good time recourse small claims get atty involved
284ee6bc37,it is so cute watching Matt play with the Wii as I do some work,positive,cute watching matt play wii work
d2196f1f2d,"any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc",positive,legal studies law students twitter would love couple references cases inolving bias juries jury nullification etc
7c2646b1a8, yay! welcome to the etsy-seller world,positive,yay welcome etsy seller world
4a2c51cb9c,According to Marco smoking weed makes you philosophical.... I consider myself philosophical. In the shower.,neutral,according marco smoking weed makes philosophical consider philosophical shower
c895803577," Yep, that`s me all right - I don`t mean the monk is Me - that`s my (as in a photo taken by me) in Better Photography",neutral,yep right mean monk photo taken better photography
07e2afe564," Yep, I do.",neutral,yep
8211cf3ba3, now that`s an imtetsting visual.,neutral,imtetsting visual
5c211a0e68,is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.,negative,tired alarm setting bed soon bloody iphone backup sync finishes
c8035d770d,unfortunately people at work let me down so I am now having a bad morning! it`s official... but revenge is a dish best served cold,negative,unfortunately people work let bad morning official revenge dish best served cold
4c822b82fb, i`m sorry  today`s been nothing but a **** heartbreak,negative,sorry today nothing heartbreak
31c801d18c,"So I was just angrily told I was extemely abusive...mentally, emotionally, & physically. It made my day.  Nightss.",negative,angrily told extemely abusive mentally emotionally physically made day nightss
2c993b420a," they are terrible little beast but if the garden is small you can simply collect them, or you can buy poisonous food pellets",negative,terrible little beast garden small simply collect buy poisonous food pellets
9871c992ac,"_ hehe go dye it beb! put more blonde innn  mine is lighter than it was, left it in  a bit too long oops><",neutral,hehe dye beb put blonde innn mine lighter left bit long oops
42bba2feb9,Time for my ritualistic Friday night depression,negative,time ritualistic friday night depression
3701225b2b," I don`t know, ask Carolyn. Also, we won`t have the boxes empty by the time you get off.",neutral,know ask carolyn also boxes empty time get
7fbc575d36,my stupid tooooth hurts,negative,stupid tooooth hurts
024ab7f5da,Goodnight and Goodbye ?,positive,goodnight goodbye
ff07fdb5c3,Shout out to my moms for wakin me up so prematurely! Preciate it,positive,shout moms wakin prematurely preciate
56e3b4e55a,"I`m bored, extremely bored. in the car. waiting for my dad. and dinner. chinese. yummm.",neutral,bored extremely bored car waiting dad dinner chinese yummm
084b9f9c8b,sucks not being able to take days off of work or have the money to take the trip  so sad,negative,sucks able take days work money take trip sad
2547a03120," Yes I know  as my school reports would say `must do much better` Ah well, just in time huh  http://myloc.me/tHq",neutral,yes know school reports would say must much better well time huh http myloc thq
b3cae5cd5b," Guilt trips, feeling sick, pressure. stress and too much drama",negative,guilt trips feeling sick pressure stress much drama
d3cbc565f8, selena`s mom congratulations` have a nice day,positive,selena mom congratulations nice day
ede80b9f63,"AK, flop comes 2K6 I bet 15 get raised to 25 I call, turn is A, we check, river rag, then I check and he bets 15, I raise 15 he calls, 22",neutral,flop comes bet get raised call turn check river rag check bets raise calls
de55035256,"    I like fridays generally, but class is extended today  and I`m starving :X haha </whine> O:-P",neutral,like fridays generally class extended today starving haha
9503845bfd, My plans for the weekend include working on a paper and driving my guy 2 the airport. Won`t see him for 3 wks.,neutral,plans weekend include working paper driving guy airport see wks
d1356f108d, *taps shoulder* forgotten,neutral,taps shoulder forgotten
a6b8011c84,I got 5 in English lesson  now drinking sprite,neutral,got english lesson drinking sprite
e4437a4444, I`m in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,positive,belleville parents someone offered bus ride orillia mall thought
3aa4d5166a," Dreams give rise to reality. When they said I wouldn`t   walk, my dream was to fly! Dream, Believe, Achieve!",positive,dreams give rise reality said walk dream fly dream believe achieve
26da6763b7," Oh no, that`s so annoying! I have the same problem - 14 thighs but 10-12 hips! I hope they catch up soon",negative,annoying problem thighs hips hope catch soon
4fe7d3e77a, I was gonna go for aiden but I had a girl so I went with scarlet,neutral,gonna aiden girl went scarlet
8d445d7b2a,"dreading this weekend, every minute of it is me doing coursework i should of done during the week AND learning 2 pages of french speaking",neutral,dreading weekend every minute coursework done week learning pages french speaking
230738eec2,Woke up late & trying to get **** done before work,negative,woke late trying get done work
0c179f1308,   your picture makes me thristy EVERYDAY!,neutral,picture makes thristy everyday
d1c502c42b,Geocaching.com seems to have a huge delay delivering Pocket Queries,negative,geocaching com seems huge delay delivering pocket queries
76322dd9f7," last time I looked, they were about 400. They gave us a demo, so cool",positive,last time looked gave demo cool
9dc883f7b4,nt online today & mayb whole of next week  if u havent voted pls do: http://bit.ly/hHigd,neutral,online today mayb whole next week havent voted pls http bit hhigd
cde664a518,   HAPPY MOTHERS DAY!! LOVE YOU GUYS...,positive,happy mothers day love guys
e772b4ccc1,Dreambears were **** compared to their wicked audition,negative,dreambears compared wicked audition
93d4008ef1, testing.... Hey! I gotta add you as someone to follow,neutral,testing hey gotta add someone follow
1a87baf98b,is being a horrible twitter-er. Moved in to my Houston apartment and awaiting work starting on Monday. Real world=now,negative,horrible twitter moved houston apartment awaiting work starting monday real world
ea5cdc6030,Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!,neutral,ohhh mannnn laid girls economy improve soon
90fedd468f,also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,negative,also hit chin something fell hurts ugh work gonna suck
6fd2aff430,will just take a bath,neutral,take bath
c8a49f766b,now there`s a fly in my room,neutral,fly room
1c21fc2a7c,*moment of silence* for the Budget i`m bout to b on  I spend wayyy to much $$$.... OMG! I`m on a Budget?!?!,negative,moment silence budget bout spend wayyy much omg budget
e889de7271,This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh,negative,scary hooked wires printed sum graph ohhhhhh
63a63b6cf5, that sucks!  put some britney on!,negative,sucks put britney
38ddd0661d,() 1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I`m tired. 7-Aaaand I`m out.,neutral,pendulum awesome goodbyes suck shut plz toy story movie moro tired aaaand
c5512029c4,rip grandpa  graduation today...,neutral,rip grandpa graduation today
4d79409d4f, Good to see you haven`t lost your sense of humour.  Get well soon,positive,good see lost sense humour get well soon
1a799edd72,the weather in Prague is like the weather in Belgium -> rainy,neutral,weather prague like weather belgium rainy
dce2443f32, why have i not heard of said show?,neutral,heard said show
cc6aa5d2b3, Not here in Stamford.,neutral,stamford
16248217a0,"_L Thanks,I think your the first girl to say that...besides my mom",positive,thanks think first girl say besides mom
c50340f492,Walking from Teignmouth to Dawlish   http://twitpic.com/4jf4k,neutral,walking teignmouth dawlish http twitpic com
0e5b759999,ARG! Eirtaku got hit by stupid bots. So much **** on a kid friendly site.,negative,arg eirtaku got hit stupid bots much kid friendly site
48d160c6dc,"Is playing bubblewrap on her iPhone. Over and over and over again. Still, beats working...",neutral,playing bubblewrap iphone still beats working
0a6d8d03bb,making my mom a mothers day card,neutral,making mom mothers day card
e6c8cae898,stressed beyond BELIEF. need a nap,negative,stressed beyond belief need nap
2d90d65295,"Going out to eat with my entourage, probably to Fat E`s since they`re closing tomorrow!   watching a movie with Jimmy tonight, text me....",neutral,going eat entourage probably fat since closing tomorrow watching movie jimmy tonight text
a6ae058496,I can`t sleep ugh!! and I have **** to do all **** day tomorrow. Wanting to take a sleeping pill but I know Ill get up late,negative,sleep ugh day tomorrow wanting take sleeping pill know ill get late
c0ac6ef8fb,ughhh rejected from the 09 mediation program. SUCKSSSS.,negative,ughhh rejected mediation program suckssss
bd593a70ba,watching jackass. then bed,neutral,watching jackass bed
9297c2b3db,"You know for a short week, it certainly dragged",negative,know short week certainly dragged
de7d249dce," Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies.",neutral,album start listening frank black years found used play pixies
2ef9464a61,home.Going to be a warm day on top of it. Is it Friday yet?,neutral,home going warm day top friday yet
5a6c97d962, nothing sweeter than YOUR 4-year-old!,positive,nothing sweeter year old
bfec7b81ca,"Ginger biscuits rule !!! (by the way, I urgently need weight scales  )",neutral,ginger biscuits rule way urgently need weight scales
aac3aeff5b, Yeah! I want it too. I love that 'Falling Slowly' song. It keeps playing in my head.,positive,yeah want love falling slowly song keeps playing head
ebff251cb7,"OMG, it`s JULY`S LAST DAY!  @ Muchachomalo",neutral,omg july last day muchachomalo
5250e0d4ba,"Having a hectic day travelling from PJ to UNITEN, back to PJ. Working now at CC office.",negative,hectic day travelling uniten back working office
0672fcd061, i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,neutral,wish someone would inspire sexy time right ugh thats gonna happen ugh
286ebd4c5c,  and I luh you tooooo,positive,luh tooooo
9.61E+25,"Signing off folk, might be back on later!",neutral,signing folk might back later
ab0ef8422d,I just wanna be happy,positive,wanna happy
82c1f4f778, aww poor precious,negative,aww poor precious
8a0f3215e6,"blogging, cleaning and chatting while listening to phoenixfm",neutral,blogging cleaning chatting listening phoenixfm
a3ab91fe4e, Yeahhh... thx. I figured it out,positive,yeahhh thx figured
ed2d8e1682,i`m goin to bed now. see ya tomorrow twitter ppl.,neutral,goin bed see tomorrow twitter ppl
243f4fafc5,"I go to 'User Experience Roundtable Hamburg - Detlev Fischer on Accessibility, BITV Test' https://www.xing.com/events/333622 Don`t miss!",neutral,user experience roundtable hamburg detlev fischer accessibility bitv test https www xing com events miss
0959262dda, It tells me I`m not a member of the private beta  and I`m not going to just start pretending to assassinate people,neutral,tells member private beta going start pretending assassinate people
d5e35a43d6,Ahh feels good to have played guitar hero after months! I suck at it now but  haha,neutral,ahh feels good played guitar hero months suck haha
121864e2e3," If you think Florida`s heat will be too much, I will reluctantly take your place",negative,think florida heat much reluctantly take place
d70f179cbe," mines early nov,,,, will go through it 2 gether buddy!!! Man power",neutral,mines early nov gether buddy man power
ae359a68a8,"gonna have to eat something, I feel so horrid.  I need a hug!",negative,gonna eat something feel horrid need hug
0f5fc32d1d,RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It`s like Sophie`s Choice!,negative,ram upgrade done still slow disabling add ons sure ones make cut honest like sophie choice
e1dfa4bff0, Nothing wrong with that samantha,positive,nothing wrong samantha
2a16f885cc, James and I battle over everything too! It`s kind of a love-hate relationship,neutral,james battle everything kind love hate relationship
bb7b30264b,Cleaning the old apartment today. Yay...,neutral,cleaning old apartment today yay
156ad52163,Wine and Saginaki with 7 friends = good times,positive,wine saginaki friends good times
6099baf6e8, I don`t think  will want to come back  (guys read your dms),negative,think want come back guys read dms
bd73a46f79,  oh man i wanna be in the bay asap! Thank you   Have a great day!,positive,man wanna bay asap thank great day
4f91f17179, boo,neutral,boo
0513c56e78, why?!!?,neutral,
b7f095bbe1,good day,positive,good day
2277651477,"_cheryl Lucky, now I want to teleport",neutral,cheryl lucky want teleport
070695eb7f,I will surely vote for .,neutral,surely vote
f53e05638c,Life can get soo Dull sometimes what do you do when u have no 1 around  x,negative,life get soo dull sometimes around
dd97ca1de7,This heartburn may be the death of me.,negative,heartburn may death
a11404d481, Maybe it had a hot date with a nice little Cesna.,positive,maybe hot date nice little cesna
e3da651d2d,so I just had a violent fightclub like **** dream involving heavily tattooed ladies. I didn`t wanna wake up.  lol.,positive,violent fightclub like dream involving heavily tattooed ladies wanna wake lol
0f8c6e0ed2," Haha dude, we have the same b-date :p I`ll wish u ur b-day the 3oth November. I`ll also turn 16  Can u reply to me please ?",positive,haha dude date wish day oth november also turn reply please
773f3ebea4,"Nice place to eat in sao paulo, brazil  http://twitgoo.com/28hh",positive,nice place eat sao paulo brazil http twitgoo com
dbd2f90fca, that is yo name girllll!,neutral,name girllll
545ae70510, Loads of Beard papas have disappeared in the UK too,negative,loads beard papas disappeared
5754023a59,In London! Off to do the tourist thing!,neutral,london tourist thing
e08be332c6,At home now. Feeling very tired. I want to take a nap but I can`t.,negative,home feeling tired want take nap
e826bc2739,Broke my carafe  went to Starbucks for my caffiene fix and the lights go out...just for a sec but are you kidding me..got to laugh. Ha!,neutral,broke carafe went starbucks caffiene fix lights sec kidding got laugh
3790d1fd62,having a reli gd holiday .. buh now have to revise  x,neutral,reli holiday buh revise
81ad19d8bf,lmfaoooo i **** love this showwwww,positive,lmfaoooo love showwwww
672174f5a2,And it stopped raining.  Fuckingtastic! ),negative,stopped raining fuckingtastic
fac9090806,trying to draw some manga/anime for our new website ... very bad idea!   http://bit.ly/k6iOv,negative,trying draw manga anime new website bad idea http bit iov
2bdd1a5262,"Not making good time, **** Chicago traffic  - Photo: http://bkite.com/07XOi",negative,making good time chicago traffic photo http bkite com xoi
7de9e9769b,Just saw a male Baltimore oriole at our suet feeder and something enjoyed a lot of thistle from our new thistle feeder early this a.m.,neutral,saw male baltimore oriole suet feeder something enjoyed lot thistle new thistle feeder early
22ddb05dd3,just got in. I have the best friends,positive,got best friends
a9c0129d5f,"holiday time | got my grizzly bears cd, bit it wont read  | adventures tomorrow | swine flu is scaring me | i still have a cold",neutral,holiday time got grizzly bears bit wont read adventures tomorrow swine flu scaring still cold
3ad3cbb843, very familiar.....sorry you`re feeling that way,negative,familiar sorry feeling way
56e5e02e92, a great song by East Clubbers,negative,great song east clubbers
7a1c51e890,  cool  you are here too  hi sam  how are you???,positive,cool sam
da5d3a6d3d,I wish i had a smartphone with an irc app. That`d be pretty cool.,positive,wish smartphone irc app pretty cool
64cba76b03,wishing i could go to CaBo tonight,positive,wishing could cabo tonight
58d5c02640," don`t you just love the 'butteflies in your stomach' feeling?  ano man yun, kaya mo yan.",positive,love butteflies stomach feeling ano man yun kaya yan
2f76d53a98," Excellent pic! Wish I were there, but it`s a long drive from TN.",positive,excellent pic wish long drive
f4c165db2b,milkshake + hot day = unsettled stomach,positive,milkshake hot day unsettled stomach
0b8c02f820,Spent too much today!!! Tube journeys always take soo long. Braces on thursdayyy,negative,spent much today tube journeys always take soo long braces thursdayyy
afd045a8c1, I have no IPhone (poor credit!).    But I cannot live without my cell phone! I am on mass transit every day!,negative,iphone poor credit cannot live without cell phone mass transit every day
f17e31d096,getting ready for work. boohoohoo i dont wanna go to work!,negative,getting ready work boohoohoo dont wanna work
75c075a015,Back from a wonderful vacation. Had perfect weather and now back to the rainy `burgh and reality.,positive,back wonderful vacation perfect weather back rainy burgh reality
9e38c183ad,really thinks wee callum should of got through last night,neutral,really thinks wee callum got last night
d1c010cd47,"Once again another late night.  But I scored a mojito, so ...",neutral,another late night scored mojito
03c0b749b5,Nooo i wanna watch the comet  dont wanna go workk!!!,negative,nooo wanna watch comet dont wanna workk
99f4063cf1, Aw  yes we had it out for weeks got asked to return it in end! I wish they had just bought it for me! never mind ??,positive,yes weeks got asked return end wish bought never mind
9d605483af,    Mc  John  sim posit  3 yr passed  no  softees   stranded without warren tea out  tech spec  kaching !!,neutral,john sim posit passed softees stranded without warren tea tech spec kaching
adede39756, you look smashing darling  is trent reznor really getting married i just want to rip out mariqueen`s fake **** -_-,neutral,look smashing darling trent reznor really getting married want rip mariqueen fake
9655b72897, its bout smoking weed,neutral,bout smoking weed
52c7993b04,It`s official nobody is getting a raise this year,negative,official nobody getting raise year
2ed155359e,Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me & I am thankful for you!!,positive,thank incredible support encouragement means much constantly bless thankful
18910017a3,"Josette....where are you??   I looked across the pond, but you are nowhere to be found.",neutral,josette looked across pond nowhere found
6f0f3669ee,Special chocr makin rounds @ Gourds show,neutral,special chocr makin rounds gourds show
67564814b3,OH NO TODAYS JAY LENOS LAST SHOW!!! WE`LL MISS U MR. LENO,negative,todays jay lenos last show miss leno
55644d8682," Yeah, I wanted to have some  I was bottling, so it`s sanitized and all good. It tastes like those choc. oranges.",positive,yeah wanted bottling sanitized good tastes like choc oranges
ddc928067a, Hello. New follower lang po. Tweet to meet you.,neutral,hello new follower lang tweet meet
ce4f7c4a1c,on our way home after seeing Rodney Atkins in concert...I Love him! Thanks Bob,positive,way home seeing rodney atkins concert love thanks bob
719f6bacc1,mm it was cold in your shadow anyway. Ooh monday,neutral,cold shadow anyway ooh monday
54591b7521, It was indeed a lovely evening. Over far too quickly  I got home at 1115 in the end. Coffee in bed this morning,positive,indeed lovely evening far quickly got home end coffee bed morning
9197df16e5,"I hate different referenced assemblies. My FNH goes against castle 1.1, Caliburn against 1.03 .. not to mention dynamicproxy in NH",negative,hate different referenced assemblies fnh goes castle caliburn mention dynamicproxy
33ea2ecd0c,i suppose i best get ready for work  grrr,positive,suppose best get ready work grrr
028d57dc98, Aaaaw no!  Are the windows open and that?,negative,aaaaw windows open
20c9c1300d,"Happy Mothers Day all!  Hugs and love, Zoe",positive,happy mothers day hugs love zoe
d2905a1a74," Raining in Belfast too - and I promised myself I would clean my windows today.  Back to bed, then!",neutral,raining belfast promised would clean windows today back bed
2385a6b7ea,missing Tim!,negative,missing tim
670b6eef13,happy mother`s day to your moms,positive,happy mother day moms
143d5c2a90,'No more sorrow'! by: Linkin Park....,neutral,sorrow linkin park
0da29ca73f,sleep time  big/little lunch tomorrow at olive garden,neutral,sleep time big little lunch tomorrow olive garden
f8420ce323,Thinks he may have broken his nose at the show,negative,thinks may broken nose show
80666ae17f,In a Drill Sergeant`s voice: everybody wake the **** UP!!! *flicks on everyone`s lights* it`s 500 est rise and shine beetches!! Lol JK,negative,drill sergeant voice everybody wake flicks everyone lights est rise shine beetches lol
00f5814c6b,"Just Returned from Huntsville. Saw Sam Houston`s grave, went to a prison museum and ate chocolate dipped strawberries",neutral,returned huntsville saw sam houston grave went prison museum ate chocolate dipped strawberries
b1c50991ba,_Anais I feel reeeally bad now.... sorry,negative,anais feel reeeally bad sorry
539efa676d,_Moe well it is #stalkersaturday after all,neutral,moe well stalkersaturday
eceafa1060," Thanks, I love it",positive,thanks love
